date,variable,seriesNo,value
2019-06-01,"Computer, Electronic & Optical Products",1.26,56.533
2019-06-01,Electrical Equipment,1.27,95.287
2019-06-01,Machinery & Equipment,1.28,72.853
2019-06-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,105.62
2019-06-01,Other Transport Equipment,1.30,59.547
2019-06-01,Furniture,1.31,88.858
2019-07-01,Total,1,82.248
2019-07-01,"Food, Beverage & Tobacco",1.1,108.49
2019-07-01,Wood And Of Products Of Wood And Cork,1.16,71.208
2019-07-01,Paper & Paper Products,1.17,348.442
2019-07-01,Printing And Reproduction Of Recorded Media,1.18,140.801
2019-07-01,Refined Petroleum Products,1.19,86.564
2019-07-01,Chemicals & Chemical Products,1.20,107.878
2019-07-01,Pharmaceuticals And Biological Products,1.21,99.907
2019-07-01,Rubber & Plastic Products,1.22,95.594
2019-07-01,Non-Metallic Mineral Products,1.23,109.087
2019-07-01,Basic Metals,1.24,100.967
2019-07-01,Fabricated Metal Products,1.25,109.212
2019-07-01,"Computer, Electronic & Optical Products",1.26,82.435
2019-07-01,Electrical Equipment,1.27,90.848
2019-07-01,Machinery & Equipment,1.28,61.791
2019-07-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,90.362
2019-07-01,Other Transport Equipment,1.30,60.197
2019-07-01,Furniture,1.31,124.838
2019-08-01,Total,1,69.851
2019-08-01,"Food, Beverage & Tobacco",1.1,110.844
2019-08-01,Wood And Of Products Of Wood And Cork,1.16,74.286
2019-08-01,Paper & Paper Products,1.17,306.148
2019-08-01,Printing And Reproduction Of Recorded Media,1.18,148.806
2019-08-01,Refined Petroleum Products,1.19,90.758
2019-08-01,Chemicals & Chemical Products,1.20,106.212
2019-08-01,Pharmaceuticals And Biological Products,1.21,127.156
2019-08-01,Rubber & Plastic Products,1.22,90.652
2019-08-01,Non-Metallic Mineral Products,1.23,99.198
2019-08-01,Basic Metals,1.24,83.321
2019-08-01,Fabricated Metal Products,1.25,109.741
2019-08-01,"Computer, Electronic & Optical Products",1.26,54.885
2019-08-01,Electrical Equipment,1.27,83.679
2019-08-01,Machinery & Equipment,1.28,54.13
2019-08-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,101.213
2019-08-01,Other Transport Equipment,1.30,56.182
2019-08-01,Furniture,1.31,97.724
2019-09-01,Total,1,75.015
2019-09-01,"Food, Beverage & Tobacco",1.1,101.886
2019-09-01,Wood And Of Products Of Wood And Cork,1.16,77.105
2019-09-01,Paper & Paper Products,1.17,320.346
2019-09-01,Printing And Reproduction Of Recorded Media,1.18,141.091
2019-09-01,Refined Petroleum Products,1.19,96.94
2019-09-01,Chemicals & Chemical Products,1.20,100.901
2019-09-01,Pharmaceuticals And Biological Products,1.21,111.557
2019-09-01,Rubber & Plastic Products,1.22,95.147
2019-09-01,Non-Metallic Mineral Products,1.23,101.339
2019-09-01,Basic Metals,1.24,91.266
2019-09-01,Fabricated Metal Products,1.25,114.329
2019-09-01,"Computer, Electronic & Optical Products",1.26,63.286
2019-09-01,Electrical Equipment,1.27,87.972
2019-09-01,Machinery & Equipment,1.28,69.344
2019-09-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,104.865
2019-09-01,Other Transport Equipment,1.30,69.671
2019-09-01,Furniture,1.31,105.228
2019-10-01,Total,1,78.9
2019-10-01,"Food, Beverage & Tobacco",1.1,108.686
2019-10-01,Wood And Of Products Of Wood And Cork,1.16,80.809
2019-10-01,Paper & Paper Products,1.17,298.568
2019-10-01,Printing And Reproduction Of Recorded Media,1.18,148.001
2019-10-01,Refined Petroleum Products,1.19,110.765
2019-10-01,Chemicals & Chemical Products,1.20,95.548
2019-10-01,Pharmaceuticals And Biological Products,1.21,68.84
2019-10-01,Rubber & Plastic Products,1.22,92.903
2019-10-01,Non-Metallic Mineral Products,1.23,98.867
2019-10-01,Basic Metals,1.24,94.449
2019-10-01,Fabricated Metal Products,1.25,123.108
2019-10-01,"Computer, Electronic & Optical Products",1.26,80.297
2019-10-01,Electrical Equipment,1.27,92.288
2019-10-01,Machinery & Equipment,1.28,69.842
2019-10-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,110.039
2019-10-01,Other Transport Equipment,1.30,62.966
2019-10-01,Furniture,1.31,104.66
2019-11-01,Total,1,66.096
2019-11-01,"Food, Beverage & Tobacco",1.1,104.722
2019-11-01,Wood And Of Products Of Wood And Cork,1.16,75.596
2019-11-01,Paper & Paper Products,1.17,287.302
2019-11-01,Printing And Reproduction Of Recorded Media,1.18,156.368
2019-11-01,Refined Petroleum Products,1.19,107.649
2019-11-01,Chemicals & Chemical Products,1.20,91.191
2019-11-01,Pharmaceuticals And Biological Products,1.21,62.267
2019-11-01,Rubber & Plastic Products,1.22,91.015
2019-11-01,Non-Metallic Mineral Products,1.23,101.66
2019-11-01,Basic Metals,1.24,78.013
2019-11-01,Fabricated Metal Products,1.25,120.978
2019-11-01,"Computer, Electronic & Optical Products",1.26,59.559
2019-11-01,Electrical Equipment,1.27,91.928
2019-11-01,Machinery & Equipment,1.28,62.175
2019-11-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,94.491
2019-11-01,Other Transport Equipment,1.30,60.66
2019-11-01,Furniture,1.31,115.844
2019-12-01,Total,1,72.351
2019-12-01,"Food, Beverage & Tobacco",1.1,81.917
2019-12-01,Wood And Of Products Of Wood And Cork,1.16,77.1
2019-12-01,Paper & Paper Products,1.17,293.98
2019-12-01,Printing And Reproduction Of Recorded Media,1.18,144.728
2019-12-01,Refined Petroleum Products,1.19,112.72
2019-12-01,Chemicals & Chemical Products,1.20,100.458
2019-12-01,Pharmaceuticals And Biological Products,1.21,83.182
2019-12-01,Rubber & Plastic Products,1.22,89.294
2019-12-01,Non-Metallic Mineral Products,1.23,105.385
2019-12-01,Basic Metals,1.24,92.585
2019-12-01,Fabricated Metal Products,1.25,123.703
2019-12-01,"Computer, Electronic & Optical Products",1.26,62.313
2019-12-01,Electrical Equipment,1.27,108.109
2019-12-01,Machinery & Equipment,1.28,80.503
2019-12-01,"Motor Vehicles, Trailers And Semi-Trailers",1.29,88.796
2019-12-01,Other Transport Equipment,1.30,61.665
2019-12-01,Furniture,1.31,107.905
2020-01-01,Total,1,81.987
2020-01-01,"Food, Beverage & Tobacco",1.1,98.619
2020-01-01,Wood And Of Products Of Wood And Cork,1.16,65.671
2020-01-01,Paper & Paper Products,1.17,255.653
2020-01-01,Printing And Reproduction Of Recorded Media,1.18,125.444
2020-01-01,Refined Petroleum Products,1.19,111.911
2020-01-01,Chemicals & Chemical Products,1.20,108.766
2020-01-01,Pharmaceuticals And Biological Products,1.21,147.763
2020-01-01,Rubber & Plastic Products,1.22,88.02
2020-01-01,Non-Metallic Mineral Products,1.23,91.991
2020-01-01,Basic Metals,1.24,98.828
